dt,J1_start,J2_start,J1_end,J2_end,dJ1_start,dJ2_start,dJ1_end,dJ2_end
0.02,-0.18558,0.0,0.02920367320510353,0.5692036732051036,0.0,0.0,-0.2496,-0.5216
