pitch,joint1,joint2,d_pitch,vel_j1,vel_j2
0.18558,-0.18558,0.0,0.0,0.0,0.0
0.1855800930251713,-0.18557221804330615,-3.661444089660296e-5,-0.00011885587413849167,0.021224570306103138,-0.06019209903205272
0.1855791663390206,-0.18552829492813028,-8.400955363854736e-5,7.821401233856189e-5,-0.005110622407066648,0.009206939199380353
0.18557849463939852,-0.18554646359422328,5.528690814680189e-5,-0.00018892232923880555,-0.0069856046983069004,0.045149173113348325
0.18558151138250473,-0.18554005198653997,-0.00029432840101140345,0.0003061711929335157,-0.015836050978340947,0.021061487962020262
0.18557918010823463,-0.1855239033379039,-9.107987578748871e-5,-2.248308402366982e-5,0.0002780815683674075,0.0017531050852432647
0.18558199785685567,-0.18559034069830752,-0.0001675338199198876,0.0002899522952292875,-0.006446810623781988,-0.009518967084618886
0.18558449360608303,-0.18559982536165892,-0.0004083897111355629,-0.00019887042099802892,-0.009255931760690913,0.05397631049615734
0.18557594120197393,-0.1853991522557507,-0.00015159541399695006,-0.00033366285051563706,0.004667022457320648,0.02134007391330508
0.1855736890698143,-0.18532962242946885,-0.00012828940481846197,0.00018830076932768787,-0.011365384509919675,0.01922763617237391
0.18558108263351006,-0.18554394686567977,-0.000193500802678279,0.0005195112101483439,-0.02032591756852584,0.013138088720170749
0.1855876617969066,-0.18573268383773348,-0.0002673960029559866,0.00011760882794515126,-0.006399523734469979,0.009016874810001494
0.1855842922165942,-0.185627315260689,-0.00025949647526721085,-0.0003823414479805981,0.009064215310810746,0.011115854243805961
0.18557477175406822,-0.18533984277393367,-0.0001909072296765448,-0.0004326611305084318,0.00950975194311552,0.01575729564526093
0.18556964432035333,-0.1851826209544933,-0.00014854266345389,2.311141526441298e-5,-0.006230273000401821,0.019968120121217146
0.18557458372311922,-0.18532390169660876,-0.00019069601929561084,0.0004298735558577927,-0.015922713059982694,0.007979668920579249
0.18557611106957472,-0.18535572840647258,-0.00024825565895852274,-0.0002706873006848316,0.01109958057423484,-0.008619949478690816
0.18557117794670336,-0.18519781632527635,-0.0002514199956991969,-0.00015653949517157922,0.0026683541871181265,0.007974276761279969
0.18557048870328,-0.18517865946837134,-0.0002457413749281579,0.00014917006274707168,-0.013575993740246475,0.030059103855593936
0.18557014214118348,-0.1851840026734523,-0.00020255240641733424,-0.0001246484953889815,-0.007159462347175173,0.03759368759325997
0.18556498010919995,-0.18504497500140143,-0.00013396738829427962,-0.0002668031613450301,0.0014913280865117404,0.023131205811752462
0.18556047426846997,-0.18491594072619988,-0.00010942974462419706,-9.732720410758157e-5,0.001247144108208583,0.0048434505059282654
0.1855612416279297,-0.18493607625372993,-0.00016401070391525136,0.00018193890107229578,-0.004838758849361186,-0.005773857768081313
0.18555854434589747,-0.18484135532154525,-0.0002525233025183982,-0.0007041703193315814,0.015931917160530194,0.019349698090868866
0.18554731933974558,-0.18453273666733086,-0.00014758556824901473,-0.00025038377939473367,-0.002187651523848616,0.03161466625847076
0.18554834781088678,-0.18455158668158275,-0.0002787553335025537,9.656669835120054e-5,0.010792913094616068,-0.05283212098801184
0.185537710817158,-0.18432332184033157,-3.2787290525626454e-6,-0.00018405843135068474,0.007193834606455831,-0.010271307734855363
0.18554039856855006,-0.1843768274804792,-0.0002465237454380927,-0.0006792679000715325,0.014505890421432703,0.017189317741826703
0.18552680695901913,-0.18403467942320426,-8.575344047203002e-5,0.0009994259346457314,-0.03735677390050562,0.010592635844677397
0.1855218308930865,-0.18391060342616858,-0.00015780806112601213,-0.0013819533619351034,0.02139690276293173,0.06822103028788312
0.18551807405286252,-0.18381685822925858,-0.0002838732824624991,-2.909061319811968e-5,0.00029898818790122564,-0.00987307489429479
