qs1,qs2,qs3,qs4,qs5,qs6,qs7,qs8,qs9,qs10,vs1,vs2,vs3,vs4,vs5,vs6,vs7,vs8,vs9,vs10,w_ori,x_ori,y_ori,z_ori,time_secs
0.16216321309986792,-0.1602212799278349,-0.0038677360482174115,-0.0034015835233566216,-0.0018627309011195877,0.04842862421593862,-2.379402580459452,0.4211092560184514,0.24567491597994454,1.8143572210826124,-8.332367862844931e-5,-6.652979691663648e-5,6.245871171861746e-6,0.0015893165551667191,0.0015888866010068843,0.00974451244230524,0.00042500390626772446,0.004840029118364236,-0.010893110546471603,-0.00047280331240782025,0.9935287583573673,0.08057863872227838,-0.07991805027494545,0.004560102935649398,0.0
0.1621597058649703,-0.16022372875280316,-0.00386782895181475,-0.003401828302363589,-0.0018629409948003087,0.048829418651459566,-2.3793859844519143,0.42130374697162676,0.24523706510180726,1.8143283576650966,-9.226052043135501e-5,-5.645695923279933e-5,6.849621760476085e-6,0.0015955824948054218,0.0015949470168659476,0.009782666971856454,0.00040968180004534015,0.004868217310032157,-0.011051573845748935,-0.0007555060240164212,0.993528802400675,0.08057688245205243,-0.07991927847287454,0.004560015675838995,0.03999999999997783
0.16215587883689034,-0.16022582178158937,-0.0038679089586137025,-0.003402080694574793,-0.0018631575031138334,0.04923177898680266,-2.379369276133525,0.4214988287970994,0.24479115628123474,1.8143028697414474,-9.969554650486949e-5,-4.7267000343677615e-5,6.443159159186116e-6,0.0016016258536464363,0.00160109746828908,0.009820857868308278,0.0004337502824562936,0.004886933622447558,-0.011234935116926461,-0.0005931741434487704,0.9935288734558073,0.0805749693300016,-0.07992033013772984,0.004559907650372836,0.07999999999995566
0.1621516797581938,-0.16022751080344555,-0.0038678416164307644,-0.0034023377474202902,-0.0018633675540400743,0.04963570704866507,-2.3793509211791175,0.4216948011695388,0.2443412168727017,1.8142836427287412,-0.00011000912000914358,-3.597456610989761e-5,9.859697113206004e-6,0.0016078645769824823,0.0016076654545011436,0.00985905560588698,0.0004898036260848752,0.004901684642193255,-0.011263116001839851,-0.0003600946625720866,0.9935289752401422,0.08057287897179781,-0.0799211760232172,0.004559841612918287,0.1199999999999335
0.1621470403750909,-0.16022882950024186,-0.0038676955214696413,-0.003402605612424399,-0.0018635642916504293,0.0500412086315993,-2.379329317141836,0.42188978337047556,0.2438884826640127,1.8142625463682434,-0.00011992225001868393,-2.8695831791738544e-5,6.575476696125558e-6,0.0016136101105638867,0.0016141199478518255,0.009897502368293856,0.0005943749916825255,0.004838104384525125,-0.011411000374237307,-0.0008481246624196883,0.9935291093183645,0.08057057458875633,-0.07992183578026682,0.004559782122727165,0.15999999999991132
0.16214206072039636,-0.16022983135277427,-0.003867613450390246,-0.0034028962241115478,-0.0018637536987012825,0.05044828706664518,-2.379303569229442,0.4220821209476375,0.24342984608775473,1.8142283134656347,-0.00012816263993520403,-1.9618264360115186e-5,6.318063252288319e-6,0.0016194923936160277,0.001620628474902185,0.009935952887143542,0.0006912785669369921,0.004784008769774733,-0.011500006648272712,-0.000773918682062269,0.9935292698563147,0.08056809994331948,-0.07992234149929521,0.004559664414368594,0.19999999999988916
0.16213670791229515,-0.16023041725109044,-0.003867334194329313,-0.003403194688761652,-0.001863924091345292,0.050856943834884594,-2.37927388418327,0.42227300021242037,0.24297185485674466,1.8142039045604144,-0.00013777378119578582,-6.533296403975671e-6,1.3015616726950865e-5,0.0016258678345935048,0.0016275999302240128,0.009974312338786675,0.0007932399968785213,0.004762330952954957,-0.01135431299155783,-0.00043300496810562064,0.993529461527133,0.0805654495553486,-0.07992263349959909,0.004559612926389988,0.239999999999867
0.1621308560290254,-0.16023051869122829,-0.0038666558410160256,-0.003403483159981502,-0.0018640586555032917,0.05126718389354213,-2.3792401980541364,0.42246260293209326,0.24252336639734687,1.814185298076184,-0.00014863753904424147,6.470436878433825e-6,2.026475149944657e-5,0.0016325373696281702,0.0016347692484821293,0.010012746326527489,0.0008864420768773352,0.004715979252377766,-0.011070254580547162,-0.000604479246176482,0.993529691668339,0.08056256922756318,-0.07992266990610346,0.004559720161272957,0.2799999999998448
0.16212460843256327,-0.16023018795945607,-0.003865660271380565,-0.0034037545175835482,-0.0018641599727330653,0.05167901035438957,-2.379203649627634,0.42265029721501607,0.24208636454802399,1.8141579124204914,-0.00015492830717744904,1.728637999242487e-5,2.4904842541879093e-5,0.0016393315042977457,0.0016417354978076303,0.010051199276461302,0.0009360319711227806,0.004668896423089617,-0.010790622070369911,-0.0005775077176290704,0.9935299542198137,0.08055950681433226,-0.07992247975625281,0.004559951690292205,0.31999999999982265
0.16211817276295443,-0.16022947609383162,-0.0038644314532261873,-0.0034040046466932727,-0.0018642328545920733,0.05209242152812494,-2.3791654182362523,0.42283673910528613,0.24166068249092498,1.8141403812925068,-0.0001562013793615604,2.758403938649198e-5,2.9113372393902245e-5,0.0016462408474375056,0.0016486806814962668,0.010089540653349561,0.000976726626409441,0.004662032519099666,-0.010490998257741954,-0.0004750739733033827,0.9935302389760917,0.08055636189346058,-0.07992209131337337,0.004560276164543474,0.3599999999998005
0.16211166357497742,-0.16022839424035093,-0.003862998047396153,-0.0034042299623860206,-0.00186427477153604,0.05250741501898796,-2.3791252281588835,0.4230229781627093,0.24124736448852235,1.814116644781674,-0.00015818198487959812,3.7070814385451934e-5,3.1735712186117704e-5,0.0016531182218421313,0.0016557546135621316,0.01012789434867646,0.0010396865218343686,0.004644856835779477,-0.010169286922621194,-0.0007202122482113368,0.9935305409438305,0.0805531901789412,-0.07992151100842969,0.004560684376714249,0.3999999999997783
